,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,id,index
0,0,0,0,0,0,0,18,32,49,87,153,167,132,92,60,49,43,58,52,26,10,0,0,0,32.0,16.0
0,15,0,0,0,0,50,42,95,322,505,582,724,807,841,774,685,662,629,524,314,148,52,23,11,89.0,37.0
0,105,40,19,7,7,7,19,70,162,307,697,1182,1620,1628,1588,1506,1274,1043,897,785,557,309,139,75,240.0,132.0
0,24,23,23,23,30,30,30,30,23,23,23,15,65,77,70,39,47,63,69,70,53,36,24,23,315.0,162.0
0,0,0,0,0,0,0,0,0,34,26,34,57,61,46,23,67,98,130,107,36,5,0,0,0,405.0,201.0
0,636,409,125,41,3,3,57,286,670,1304,1986,3464,4544,4603,4133,3779,3634,3544,3255,2699,1986,1387,704,387,433.0,214.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,478.0,235.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,618.0,315.0
0,118,97,60,23,2,6,130,237,315,384,599,756,808,925,831,723,652,647,528,428,344,177,84,20,656.0,336.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,823.0,426.0
0,51,35,28,31,35,48,141,280,338,307,294,300,283,255,247,236,192,129,102,97,85,70,47,35,846.0,446.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,948.0,501.0
0,633,413,182,90,24,31,57,151,553,955,1301,2230,2808,2964,2882,2717,2504,2248,2004,1660,1190,752,410,287,1011.0,538.0
0,117,0,0,0,0,20,183,484,834,1316,1826,2411,2840,2780,2520,2152,2036,2236,2281,1855,1116,492,159,40,1024.0,544.0
0,3,3,3,3,3,18,31,36,124,233,267,382,451,409,323,257,192,166,156,129,77,32,10,3,1047.0,555.0
0,0,0,0,0,0,0,0,0,2,58,176,304,367,395,365,285,175,90,29,1,1,0,0,0,1052.0,558.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1157.0,622.0
0,0,0,0,0,0,0,0,0,0,25,41,157,158,140,113,74,8,0,0,0,0,0,0,0,1864.0,1123.0
0,41,0,0,0,0,0,3,30,357,639,731,955,1216,1171,1003,820,715,616,486,321,149,45,17,8,1871.0,1126.0
0,0,0,0,0,0,4,14,36,70,90,99,245,263,262,249,209,152,65,49,32,16,5,0,0,1873.0,1127.0
0,3,0,0,3,3,3,18,48,103,268,423,476,539,487,485,398,195,94,55,29,3,3,3,3,1875.0,1128.0
0,1,0,0,0,0,0,0,0,0,0,173,313,453,425,385,353,295,241,174,104,53,27,12,6,1879.0,1131.0
0,0,0,0,0,0,0,0,1,0,6,13,147,222,221,210,190,156,135,134,74,23,5,1,0,1882.0,1133.0
0,879,328,31,29,48,57,104,475,1464,2596,3417,4680,6542,6811,6435,5760,4873,4382,3402,2648,1814,1129,564,317,2327.0,1453.0
0,0,0,0,0,0,0,0,0,0,0,112,126,112,99,103,102,93,72,50,0,0,0,0,0,2703.0,1559.0
0,67,59,40,21,21,13,9,9,16,30,60,89,94,86,74,69,67,60,51,46,42,40,44,44,3832.0,1880.0
0,0,0,2,2,2,2,75,90,140,235,228,313,321,306,283,341,226,174,112,38,28,37,13,9,3890.0,1917.0
0,770,280,31,29,26,34,106,430,1136,2078,2791,4164,5920,6216,6082,5608,4756,4013,3041,2361,1584,948,522,312,3893.0,1920.0
0,31,4,4,4,4,22,31,193,379,532,562,715,822,844,722,651,775,706,568,431,233,52,20,11,4229.0,2197.0
0,3,3,3,3,3,4,22,65,112,200,279,267,331,288,226,220,241,220,170,116,54,11,4,4,4842.0,2543.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5071.0,2643.0
0,105,40,19,7,7,7,19,90,227,419,840,1289,1779,1758,1668,1577,1402,1209,1072,969,727,410,163,75,5136.0,2672.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5183.0,2689.0
0,1106,499,34,23,23,23,50,133,537,998,1583,3063,3780,3981,3807,3506,3039,2601,2102,1636,1103,820,579,400,5266.0,2747.0
0,0,0,0,0,0,0,0,0,0,0,20,30,40,46,53,56,60,56,50,36,23,0,0,0,5595.0,2940.0
